# Field minima and maxima
# Time                	min(U)                	max(U)                
0.004429              	5.64182913778454e-01	2.76555894373234e+00
0.0044295             	5.64021663415527e-01	2.76539482045060e+00
0.00443               	5.63860988414703e-01	2.76522740969233e+00
0.0044305             	5.63700863770256e-01	2.76505661630384e+00
0.004431              	5.63541493007223e-01	2.76488248459126e+00
0.0044315             	5.63382480155189e-01	2.76470521219757e+00
0.004432              	5.63223631543633e-01	2.76452421016921e+00
0.0044325             	5.63065191583883e-01	2.76434015832498e+00
0.004433              	5.62907350741698e-01	2.76416098753336e+00
0.0044335             	5.62749561022071e-01	2.76397838945031e+00
0.004434              	5.62592543401420e-01	2.76379336180244e+00
0.0044345             	5.62435815737103e-01	2.76360514863083e+00
0.004435              	5.62279725745590e-01	2.76341419214821e+00
0.0044355             	5.62124019605097e-01	2.76321999653669e+00
0.004436              	5.61968821679545e-01	2.76302293959240e+00
0.0044365             	5.61815312763246e-01	2.76282281025356e+00
0.004437              	5.61662353698971e-01	2.76261976338854e+00
0.0044375             	5.61509882942678e-01	2.76241374004129e+00
0.004438              	5.61357911787527e-01	2.76220486379459e+00
0.0044385             	5.61206453269885e-01	2.76199309134715e+00
0.004439              	5.61055462602439e-01	2.76177846364986e+00
0.0044395             	5.60905070980190e-01	2.76156101247641e+00
0.00444               	5.60755104427609e-01	2.76134077553874e+00
0.0044405             	5.60605844039792e-01	2.76111778943136e+00
0.004441              	5.60456919809650e-01	2.76089209090293e+00
0.0044415             	5.60309133515711e-01	2.76066371579993e+00
0.004442              	5.60161607975214e-01	2.76043255176143e+00
0.0044425             	5.60015134432742e-01	2.76019878431881e+00
0.004443              	5.59868665923417e-01	2.75996238305085e+00
0.0044435             	5.59723667600774e-01	2.75972345861038e+00
0.004444              	5.59577997197035e-01	2.75948204724828e+00
0.0044445             	5.59434106251904e-01	2.75923875601165e+00
0.004445              	5.59289196710999e-01	2.75899259775620e+00
0.0044455             	5.59146644460349e-01	2.75874463397008e+00
0.004446              	5.59002410938247e-01	2.75849373833330e+00
0.0044465             	5.58860425750175e-01	2.75824101811041e+00
0.004447              	5.58717541394147e-01	2.75798558720384e+00
0.0044475             	5.58576667123488e-01	2.75772858080620e+00
0.004448              	5.58435067993892e-01	2.75746876801699e+00
0.0044485             	5.58295273265892e-01	2.75720739836801e+00
0.004449              	5.58154978448825e-01	2.75694340241998e+00
0.0044495             	5.58016347396054e-01	2.75667780560561e+00
0.00445               	5.57877055278541e-01	2.75640977335383e+00
0.0044505             	5.57739389003044e-01	2.75614009593523e+00
0.004451              	5.57601055570919e-01	2.75586812715184e+00
0.0044515             	5.57464334149355e-01	2.75559439541542e+00
0.004452              	5.57326933267569e-01	2.75531846687367e+00
0.0044525             	5.57191143409163e-01	2.75504076497085e+00
0.004453              	5.57054644418135e-01	2.75476100687242e+00
0.0044535             	5.56919793672606e-01	2.75447935991128e+00
0.004454              	5.56784240098812e-01	2.75419590936655e+00
0.0044545             	5.56650357069423e-01	2.75391062662097e+00
0.004455              	5.56515783864944e-01	2.75362355506105e+00
0.0044555             	5.56382883773508e-01	2.75335354526833e+00
0.004456              	5.56249356587173e-01	2.75308325534176e+00
0.0044565             	5.56117599609556e-01	2.75281199023933e+00
0.004457              	5.55985306639657e-01	2.75253928979972e+00
0.0044575             	5.55854756251038e-01	2.75226491427012e+00
0.004458              	5.55723605045568e-01	2.75198866770121e+00
0.0044585             	5.55594097695439e-01	2.75171650973400e+00
0.004459              	5.55464080213109e-01	2.75144284131989e+00
0.0044595             	5.55335696306573e-01	2.75116750570665e+00
0.00446               	5.55206871702519e-01	2.75089034791224e+00
0.0044605             	5.55079621379711e-01	2.75061146714506e+00
0.004461              	5.54951962662212e-01	2.75033075835530e+00
0.0044615             	5.54825864085756e-01	2.75004806568105e+00
0.004462              	5.54699384862823e-01	2.74976338312524e+00
0.0044625             	5.54574437383170e-01	2.74947690037785e+00
0.004463              	5.54449164216147e-01	2.74918870242335e+00
0.0044635             	5.54325371632010e-01	2.74889888063377e+00
0.004464              	5.54200844644929e-01	2.74860885403448e+00
0.0044645             	5.54078425321669e-01	2.74831721363274e+00
0.004465              	5.53955762908888e-01	2.74802409934679e+00
0.0044655             	5.53835089751315e-01	2.74772960922169e+00
0.004466              	5.53714205538789e-01	2.74743380197498e+00
0.0044665             	5.53594711447726e-01	2.74713667234532e+00
0.004467              	5.53474772574199e-01	2.74683824754134e+00
0.0044675             	5.53356296964244e-01	2.74653862824958e+00
0.004468              	5.53237448302295e-01	2.74623785557789e+00
0.0044685             	5.53120037006148e-01	2.74593608851158e+00
0.004469              	5.53002163108548e-01	2.74563337484497e+00
0.0044695             	5.52885814764121e-01	2.74532981976451e+00
0.00447               	5.52769061254133e-01	2.74502552354591e+00
0.0044705             	5.52653880009473e-01	2.74472050780706e+00
0.004471              	5.52538277649104e-01	2.74441484863637e+00
0.0044715             	5.52424277387530e-01	2.74410852776489e+00
0.004472              	5.52309875182020e-01	2.74380170340887e+00
0.0044725             	5.52197428966802e-01	2.74349241012376e+00
0.004473              	5.52084914177967e-01	2.74318314085287e+00
0.0044735             	5.51973497993385e-01	2.74287338380015e+00
0.004474              	5.51861396619364e-01	2.74256308034952e+00
0.0044745             	5.51750631663464e-01	2.74225218875829e+00
0.004475              	5.51639542918659e-01	2.74194088472138e+00
0.0044755             	5.51530966338169e-01	2.74162914348464e+00
0.004476              	5.51421843336337e-01	2.74131715175024e+00
0.0044765             	5.51314862165869e-01	2.74100490462784e+00
0.004477              	5.51207134624191e-01	2.74069235518319e+00
0.0044775             	5.51101609799120e-01	2.74037897630688e+00
0.004478              	5.50995184674270e-01	2.74006524997436e+00
0.0044785             	5.50891025088677e-01	2.73975138955906e+00
0.004479              	5.50785796806566e-01	2.73943760074900e+00
0.0044795             	5.50682879683365e-01	2.73912416255404e+00
0.00448               	5.50578616072149e-01	2.73881023612816e+00
0.0044805             	5.50477197512870e-01	2.73849461229817e+00
0.004481              	5.50374605679279e-01	2.73817737206381e+00
0.0044815             	5.50274696716309e-01	2.73785947450177e+00
0.004482              	5.50173350484993e-01	2.73754130503597e+00
0.0044825             	5.50074601049448e-01	2.73722256222288e+00
0.004483              	5.49974025457166e-01	2.73690440261610e+00
0.0044835             	5.49876291039131e-01	2.73658576849979e+00
0.004484              	5.49776366246311e-01	2.73626716030148e+00
0.0044845             	5.49679597707446e-01	2.73594783974546e+00
0.004485              	5.49580650771811e-01	2.73562667175882e+00
0.0044855             	5.49484909056508e-01	2.73530714702677e+00
0.004486              	5.49386833093715e-01	2.73498866121946e+00
0.0044865             	5.49292201278937e-01	2.73467573412848e+00
0.004487              	5.49194969141962e-01	2.73436294602814e+00
0.0044875             	5.49101356584292e-01	2.73404455697722e+00
0.004488              	5.49004930636901e-01	2.73372840158118e+00
0.0044885             	5.48912396473220e-01	2.73341425039122e+00
0.004489              	5.48816854312255e-01	2.73310142109856e+00
0.0044895             	5.48725383843456e-01	2.73278941318313e+00
0.00449               	5.48630647889827e-01	2.73247804734217e+00
0.0044905             	5.48540154879246e-01	2.73216704887681e+00
0.004491              	5.48446388778458e-01	2.73185640053305e+00
0.0044915             	5.48356838339805e-01	2.73154625597800e+00
0.004492              	5.48263985778511e-01	2.73123616078754e+00
0.0044925             	5.48175341853774e-01	2.73092549103298e+00
0.004493              	5.48083696802577e-01	2.73061468426624e+00
0.0044935             	5.47996190985189e-01	2.73030458441964e+00
0.004494              	5.47906030620107e-01	2.72999558391997e+00
0.0044945             	5.47819630504583e-01	2.72968679897621e+00
0.004495              	5.47730911698300e-01	2.72940968025835e+00
0.0044955             	5.47645598596742e-01	2.72916628188544e+00
0.004496              	5.47558190902545e-01	2.72897457337254e+00
0.0044965             	5.47473910655144e-01	2.72878691089482e+00
0.004497              	5.47388019927072e-01	2.72860034378178e+00
0.0044975             	5.47304888693793e-01	2.72841223871111e+00
0.004498              	5.47220547110594e-01	2.72822275508678e+00
0.0044985             	5.47138615142301e-01	2.72803167097383e+00
0.004499              	5.47055786039376e-01	2.72783882685324e+00
0.0044995             	5.46974829323882e-01	2.72764509823410e+00
0.0045                	5.46893203838508e-01	2.72744997634197e+00
0.0045005             	5.46813289694449e-01	2.72725311615806e+00
0.004501              	5.46733474286490e-01	2.72705390125670e+00
0.0045015             	5.46655226320812e-01	2.72685233594583e+00
0.004502              	5.46576986262268e-01	2.72664825179217e+00
0.0045025             	5.46500149377063e-01	2.72644158402887e+00
0.004503              	5.46423687124665e-01	2.72623219738129e+00
0.0045035             	5.46348543898136e-01	2.72601999856910e+00
0.004504              	5.46274036648902e-01	2.72580488914645e+00
0.0045045             	5.46200991038932e-01	2.72558676109296e+00
0.004505              	5.46129080354513e-01	2.72536550026233e+00
0.0045055             	5.46056637522632e-01	2.72514088574257e+00
0.004506              	5.45982511418483e-01	2.72491167532480e+00
0.0045065             	5.45908539862843e-01	2.72467995934910e+00
0.004507              	5.45830341386821e-01	2.72444405770825e+00
0.0045075             	5.45752758432469e-01	2.72420567913702e+00
0.004508              	5.45675916814305e-01	2.72396058490913e+00
0.0045085             	5.45599860733828e-01	2.72371128126850e+00
0.004509              	5.45524776537355e-01	2.72345774002422e+00
0.0045095             	5.45451380148242e-01	2.72320033235979e+00
0.00451               	5.45378902918878e-01	2.72293889476140e+00
0.0045105             	5.45307120159571e-01	2.72267308467100e+00
0.004511              	5.45235986933294e-01	2.72240304678385e+00
0.0045115             	5.45165531749502e-01	2.72212895040764e+00
0.004512              	5.45096709314900e-01	2.72185078522040e+00
0.0045125             	5.45028683098372e-01	2.72156862459386e+00
0.004513              	5.44961320428050e-01	2.72128244809713e+00
0.0045135             	5.44894566475279e-01	2.72099147137501e+00
0.004514              	5.44828482362442e-01	2.72069614689669e+00
0.0045145             	5.44762989039311e-01	2.72039609048394e+00
0.004515              	5.44698144668429e-01	2.72009189988276e+00
0.0045155             	5.44634181848947e-01	2.71978409652962e+00
0.004516              	5.44571017634458e-01	2.71947221959182e+00
0.0045165             	5.44508683750973e-01	2.71915676133325e+00
0.004517              	5.44447011717936e-01	2.71883768039755e+00
0.0045175             	5.44385974844615e-01	2.71851513375496e+00
0.004518              	5.44325598279451e-01	2.71818908956551e+00
0.0045185             	5.44265864745792e-01	2.71876864431602e+00
0.004519              	5.44206791496422e-01	2.71964325887085e+00
0.0045195             	5.44148356389230e-01	2.72051089957943e+00
0.00452               	5.44090556034465e-01	2.72137145923432e+00
0.0045205             	5.44033387882560e-01	2.72222439875557e+00
0.004521              	5.43976855256411e-01	2.72306947847905e+00
0.0045215             	5.43920928195072e-01	2.72390639581988e+00
0.004522              	5.43865622209779e-01	2.72473476479431e+00
0.0045225             	5.43810893370946e-01	2.72555429309064e+00
0.004523              	5.43756718811974e-01	2.72636471028222e+00
0.0045235             	5.43702999332726e-01	2.72716556793042e+00
0.004524              	5.43650048318362e-01	2.72795690248116e+00
0.0045245             	5.43597849656470e-01	2.72873907232429e+00
0.004525              	5.43546267960128e-01	2.72951777536772e+00
0.0045255             	5.43494968071258e-01	2.73030804513464e+00
0.004526              	5.43444146818191e-01	2.73109026919923e+00
0.0045265             	5.43393804166426e-01	2.73186359041499e+00
0.004527              	5.43343909303446e-01	2.73262852691687e+00
0.0045275             	5.43294584493277e-01	2.73338463641834e+00
0.004528              	5.43245733566807e-01	2.73413197526292e+00
0.0045285             	5.43197297816156e-01	2.73487043377122e+00
0.004529              	5.43149363810055e-01	2.73559997103507e+00
0.0045295             	5.43102149691888e-01	2.73632049804901e+00
0.00453               	5.43055399752052e-01	2.73703187054312e+00
0.0045305             	5.43009018295826e-01	2.73773412691625e+00
0.004531              	5.42962907472629e-01	2.73842702440689e+00
0.0045315             	5.42916982592498e-01	2.73911031407092e+00
0.004532              	5.42871029756137e-01	2.73978374893156e+00
0.0045325             	5.42824710015868e-01	2.74044715126035e+00
0.004533              	5.42776993321783e-01	2.74110034631647e+00
0.0045335             	5.42730559261055e-01	2.74174307320003e+00
0.004534              	5.42689309999816e-01	2.74237512655803e+00
0.0045345             	5.42652871921235e-01	2.74299614510621e+00
0.004535              	5.42618318945372e-01	2.74360596245201e+00
0.0045355             	5.42583802429016e-01	2.74420436712361e+00
0.004536              	5.42549784393131e-01	2.74480806884384e+00
0.0045365             	5.42516325608714e-01	2.74540038914471e+00
0.004537              	5.42483339433351e-01	2.74598137193882e+00
0.0045375             	5.42450952826183e-01	2.74655061886086e+00
0.004538              	5.42419011469140e-01	2.74712047091052e+00
0.0045385             	5.42254429500064e-01	2.74767700017531e+00
0.004539              	5.41706961229580e-01	2.74822222632621e+00
0.0045395             	5.41160126079439e-01	2.74875570177447e+00
0.00454               	5.40613919743995e-01	2.74927747624312e+00
0.0045405             	5.40068373623141e-01	2.74978633872679e+00
0.004541              	5.39523486737331e-01	2.75028245703921e+00
0.0045415             	5.38979265521776e-01	2.75076621465787e+00
0.004542              	5.38435710828176e-01	2.75123791115691e+00
0.0045425             	5.37892824763843e-01	2.75169803878819e+00
0.004543              	5.37350603234580e-01	2.75214688684709e+00
0.0045435             	5.36809052402403e-01	2.75258497891104e+00
0.004544              	5.36268160336154e-01	2.75301252695028e+00
0.0045445             	5.35727940820471e-01	2.75342980829263e+00
0.004545              	5.35188399363387e-01	2.75383724686327e+00
0.0045455             	5.34649567028583e-01	2.75423556140503e+00
0.004546              	5.34111419970371e-01	2.75462381186363e+00
0.0045465             	5.33573960869015e-01	2.75500200280345e+00
0.004547              	5.33037195530865e-01	2.75536970254737e+00
0.0045475             	5.32501150644412e-01	2.75572677124278e+00
0.004548              	5.31965800219475e-01	2.75607278781297e+00
0.0045485             	5.31431141183328e-01	2.75640760773633e+00
0.004549              	5.30897157010736e-01	2.75673080011141e+00
0.0045495             	5.30363857550835e-01	2.75704227287497e+00
0.00455               	5.29831230433762e-01	2.75734548287525e+00
0.0045505             	5.29299296234910e-01	2.75763692441186e+00
0.004551              	5.28768063064113e-01	2.75791598224102e+00
0.0045515             	5.28237534557297e-01	2.75818244841593e+00
0.004552              	5.27707736664182e-01	2.75843588885273e+00
0.0045525             	5.27178619171828e-01	2.75867641278159e+00
0.004553              	5.26650222921914e-01	2.75890353993525e+00
0.0045535             	5.26122544819816e-01	2.75911720402578e+00
0.004554              	5.25595588967496e-01	2.75931718918224e+00
0.0045545             	5.25069351710961e-01	2.75950370758547e+00
0.004555              	5.24543836353082e-01	2.75967580339461e+00
0.0045555             	5.24019074906468e-01	2.75983363573660e+00
0.004556              	5.23495042884260e-01	2.75997905173861e+00
0.0045565             	5.22971745430514e-01	2.76011166561291e+00
0.004557              	5.22449187993815e-01	2.76023196382508e+00
0.0045575             	5.21927367002084e-01	2.76034018605888e+00
0.004558              	5.21406284046649e-01	2.76043655312707e+00
0.0045585             	5.20885942099248e-01	2.76052135891509e+00
0.004559              	5.20366346633885e-01	2.76059499956708e+00
0.0045595             	5.19847489774874e-01	2.76065771884227e+00
0.00456               	5.19329378816015e-01	2.76070980562708e+00
0.0045605             	5.18812011801891e-01	2.76075153959214e+00
0.004561              	5.18295391350427e-01	2.76078316423099e+00
0.0045615             	5.17779528736068e-01	2.76080489717704e+00
0.004562              	5.17264405544498e-01	2.76081699985082e+00
0.0045625             	5.16750038292359e-01	2.76081966999288e+00
0.004563              	5.16236414691062e-01	2.76081312560001e+00
0.0045635             	5.15723541949816e-01	2.76079754426284e+00
0.004564              	5.15211417918015e-01	2.76077312063416e+00
0.0045645             	5.14700047563236e-01	2.76074005270355e+00
0.004565              	5.14189427665354e-01	2.76069847610422e+00
0.0045655             	5.13679561595944e-01	2.76064857360823e+00
0.004566              	5.13170451799674e-01	2.76059046165965e+00
0.0045665             	5.12662099628261e-01	2.76052431897233e+00
0.004567              	5.12154505549843e-01	2.76045027971303e+00
0.0045675             	5.11647672304743e-01	2.76036847814353e+00
0.004568              	5.11141594568169e-01	2.76027898313729e+00
0.0045685             	5.10636278006929e-01	2.76018193231390e+00
0.004569              	5.10131706606790e-01	2.76007731253569e+00
0.0045695             	5.09627892366732e-01	2.75996532287830e+00
0.00457               	5.09124835240511e-01	2.75984599823481e+00
0.0045705             	5.08622532709337e-01	2.75971946544893e+00
0.004571              	5.08121017498779e-01	2.75958574172957e+00
0.0045715             	5.07620260538143e-01	2.75944497711956e+00
0.004572              	5.07120262839960e-01	2.75929717993678e+00
0.0045725             	5.06621031401669e-01	2.75914245391955e+00
0.004573              	5.06122567741110e-01	2.75898082077147e+00
0.0045735             	5.05624884454003e-01	2.75881240472434e+00
0.004574              	5.05127963799354e-01	2.75863951143040e+00
0.0045745             	5.04631808006515e-01	2.75846018602794e+00
0.004575              	5.04136417899402e-01	2.75827430731728e+00
0.0045755             	5.03641800045997e-01	2.75808199003909e+00
0.004576              	5.03147951969237e-01	2.75788327160803e+00
0.0045765             	5.02654876848809e-01	2.75767815744329e+00
0.004577              	5.02162572304162e-01	2.75746670150612e+00
0.0045775             	5.01671036133563e-01	2.75724893075872e+00
0.004578              	5.01180270227866e-01	2.75702486599162e+00
0.0045785             	5.00690276206759e-01	2.75679454469187e+00
0.004579              	5.00201054356467e-01	2.75655795787243e+00
0.0045795             	4.99712605458769e-01	2.75631515233126e+00
0.00458               	4.99224931723219e-01	2.75606615245830e+00
0.0045805             	4.98738034547869e-01	2.75581099647252e+00
0.004581              	4.98251908340700e-01	2.75554966752109e+00
0.0045815             	4.97766553049283e-01	2.75528220392243e+00
0.004582              	4.97281975427471e-01	2.75500997786541e+00
0.0045825             	4.96798173270204e-01	2.75473174856253e+00
0.004583              	4.96315147636447e-01	2.75444786378886e+00
0.0045835             	4.95832898216439e-01	2.75415836385393e+00
0.004584              	4.95351415796317e-01	2.75386275724251e+00
0.0045845             	4.94870717275695e-01	2.75355852071695e+00
0.004585              	4.94390802853057e-01	2.75324729155729e+00
0.0045855             	4.93911664264481e-01	2.75292962050088e+00
0.004586              	4.93433319570946e-01	2.75260565873449e+00
0.0045865             	4.92955759611147e-01	2.75227541846105e+00
0.004587              	4.92478985714016e-01	2.75193885074145e+00
0.0045875             	4.92003000958630e-01	2.75159590886980e+00
0.004588              	4.91527795160012e-01	2.75124650634183e+00
0.0045885             	4.91053379437752e-01	2.75089058081863e+00
0.004589              	4.90579753711723e-01	2.75052805199900e+00
0.0045895             	4.90106921426662e-01	2.75015877446743e+00
0.00459               	4.89634882424268e-01	2.74978264648422e+00
0.0045905             	4.89163637553945e-01	2.74939959057239e+00
0.004591              	4.88693187291191e-01	2.74900952576257e+00
0.0045915             	4.88223531240957e-01	2.74861238995122e+00
0.004592              	4.87754667309950e-01	2.74820794694297e+00
0.0045925             	4.87286596832747e-01	2.74779596601919e+00
0.004593              	4.86819328157752e-01	2.74737617347269e+00
0.0045935             	4.86352859569470e-01	2.74694874515411e+00
0.004594              	4.85887196565231e-01	2.74651436583465e+00
0.0045945             	4.85422340956912e-01	2.74607385772683e+00
0.004595              	4.84958295135321e-01	2.74562820445996e+00
0.0045955             	4.84495062663262e-01	2.74517843095964e+00
0.004596              	4.84032634452713e-01	2.74472556193850e+00
0.0045965             	4.83571013486573e-01	2.74427066807490e+00
0.004597              	4.83110206385321e-01	2.74381482209874e+00
0.0045975             	4.82650217777768e-01	2.74335893670943e+00
0.004598              	4.82191042366447e-01	2.74290387259512e+00
0.0045985             	4.81732677235786e-01	2.74245036489383e+00
0.004599              	4.81275129159981e-01	2.74199905574686e+00
0.0045995             	4.80818399617046e-01	2.74155051216724e+00
0.0046                	4.80362486612812e-01	2.74110555308307e+00
0.0046005             	4.79907386870557e-01	2.74066364153766e+00
0.004601              	4.79453105716941e-01	2.74022335160815e+00
0.0046015             	4.78999643631032e-01	2.73978422863896e+00
0.004602              	4.78546998689186e-01	2.73934549460274e+00
0.0046025             	4.78095179632099e-01	2.73890783174831e+00
0.004603              	4.77644184774102e-01	2.73847127712712e+00
0.0046035             	4.77194017794007e-01	2.73803667335544e+00
0.004604              	4.76744675862731e-01	2.73760402480861e+00
0.0046045             	4.76296163861889e-01	2.73717374292487e+00
0.004605              	4.75848479865933e-01	2.73674565034132e+00
0.0046055             	4.75401627235176e-01	2.73631986339552e+00
0.004606              	4.74955605346935e-01	2.73589634206689e+00
0.0046065             	4.74510419022809e-01	2.73547290194293e+00
0.004607              	4.74066066147121e-01	2.73505184088528e+00
0.0046075             	4.73622547610696e-01	2.73463278339856e+00
0.004608              	4.73179867309045e-01	2.73421537729402e+00
0.0046085             	4.72738025691715e-01	2.73379920183486e+00
0.004609              	4.72297032068767e-01	2.73338390670460e+00
0.0046095             	4.71856881385962e-01	2.73296911054486e+00
0.00461               	4.71417574704961e-01	2.73255437933602e+00
0.0046105             	4.70979109922743e-01	2.73213933545113e+00
0.004611              	4.70541501103419e-01	2.73172347489201e+00
0.0046115             	4.70104748389036e-01	2.73130642547203e+00
0.004612              	4.69668845518988e-01	2.73088778914034e+00
0.0046125             	4.69233791084707e-01	2.73046727315256e+00
0.004613              	4.68799596719962e-01	2.73004442712842e+00
0.0046135             	4.68366249871673e-01	2.72961917739065e+00
0.004614              	4.67933758339604e-01	2.72919112787439e+00
0.0046145             	4.67502124992864e-01	2.72876006793814e+00
0.004615              	4.67071344605555e-01	2.72832571659762e+00
0.0046155             	4.66641398756282e-01	2.72788789087445e+00
0.004616              	4.66212302210237e-01	2.72744892536139e+00
0.0046165             	4.65784059309558e-01	2.72700659403224e+00
0.004617              	4.65356668676908e-01	2.72656052730921e+00
0.0046175             	4.64930146832543e-01	2.72611047332223e+00
0.004618              	4.64504490554928e-01	2.72565636590450e+00
0.0046185             	4.64079700325306e-01	2.72519815093198e+00
0.004619              	4.63655783947406e-01	2.72473570446459e+00
0.0046195             	4.63232729767977e-01	2.72426920668563e+00
0.00462               	4.62810542688926e-01	2.72379864857829e+00
0.0046205             	4.62389219249183e-01	2.72332411721465e+00
0.004621              	4.61968762662561e-01	2.72284575641576e+00
0.0046215             	4.61549156319705e-01	2.72236373807268e+00
0.004622              	4.61130427389953e-01	2.72187833377637e+00
0.0046225             	4.60712564294898e-01	2.72200557438565e+00
0.004623              	4.60295585072708e-01	2.72250556618624e+00
0.0046235             	4.59879470919773e-01	2.72299606339998e+00
0.004624              	4.59464228861719e-01	2.72347706560420e+00
0.0046245             	4.59049854181069e-01	2.72394854881242e+00
0.004625              	4.58636358476079e-01	2.72440965608560e+00
0.0046255             	4.58223733676823e-01	2.72486109300841e+00
0.004626              	4.57811983257479e-01	2.72530291459687e+00
0.0046265             	4.57401107127708e-01	2.72573511657834e+00
0.004627              	4.56991106139510e-01	2.72615772988332e+00
0.0046275             	4.56581969620637e-01	2.72656958030121e+00
0.004628              	4.56173702501448e-01	2.72697224195305e+00
0.0046285             	4.55766304101145e-01	2.72736559356181e+00
0.004629              	4.55359778587382e-01	2.72774957836376e+00
0.0046295             	4.54954127083363e-01	2.72812416816104e+00
0.00463               	4.54549347901389e-01	2.72848940563691e+00
0.0046305             	4.54145444060612e-01	2.72884530289304e+00
0.004631              	4.53742410079486e-01	2.72920283213086e+00
0.0046315             	4.53340252496494e-01	2.72955145956558e+00
0.004632              	4.52938969717121e-01	2.72989105694299e+00
0.0046325             	4.52538549832820e-01	2.73022193087688e+00
0.004633              	4.52139001086127e-01	2.73054366598671e+00
0.0046335             	4.51740261852228e-01	2.73085624278490e+00
0.004634              	4.51342318747576e-01	2.73115956277560e+00
0.0046345             	4.50945001114072e-01	2.73145360206359e+00
0.004635              	4.50548499108396e-01	2.73173830201443e+00
0.0046355             	4.50152571562536e-01	2.73201358578941e+00
0.004636              	4.49757463624470e-01	2.73227945534981e+00
0.0046365             	4.49363246992521e-01	2.73253583772893e+00
0.004637              	4.48969918517636e-01	2.73278262241248e+00
0.0046375             	4.48577493357079e-01	2.73301961328124e+00
0.004638              	4.48185973238700e-01	2.73324636825753e+00
0.0046385             	4.47795359657516e-01	2.73346212836207e+00
0.004639              	4.47405661261114e-01	2.73366525760063e+00
0.0046395             	4.47016868039300e-01	2.73385150137978e+00
0.00464               	4.46628989700034e-01	2.73405252849705e+00
0.0046405             	4.46242020891237e-01	2.73425733118245e+00
0.004641              	4.45855958859995e-01	2.73445749361609e+00
0.0046415             	4.45470802331427e-01	2.73465083214897e+00
0.004642              	4.45086559297385e-01	2.73486487347331e+00
0.0046425             	4.44703216842952e-01	2.73505628909702e+00
0.004643              	4.44320780590039e-01	2.73524251201170e+00
0.0046435             	4.43939245128643e-01	2.73542124197833e+00
0.004644              	4.43558613913838e-01	2.73559239904150e+00
0.0046445             	4.43178883957030e-01	2.73575532086911e+00
0.004645              	4.42800055890081e-01	2.73591010284156e+00
0.0046455             	4.42422128738186e-01	2.73605687020496e+00
0.004646              	4.42045103241530e-01	2.73619575891943e+00
0.0046465             	4.41668978174515e-01	2.73632690099688e+00
0.004647              	4.41293744223389e-01	2.73645052778738e+00
0.0046475             	4.40919396027172e-01	2.73656679586630e+00
0.004648              	4.40545940847731e-01	2.73667569316455e+00
0.0046485             	4.40173374842812e-01	2.73677739657019e+00
0.004649              	4.39801700088264e-01	2.73687199225342e+00
0.0046495             	4.39430908893417e-01	2.73695958195200e+00
0.00465               	4.39061007391301e-01	2.73704024561663e+00
0.0046505             	4.38691999078204e-01	2.73711401294262e+00
0.004651              	4.38323883895890e-01	2.73718087834697e+00
0.0046515             	4.37956660850695e-01	2.73724080665538e+00
0.004652              	4.37590326993689e-01	2.73729372507428e+00
0.0046525             	4.37224881720669e-01	2.73733927582543e+00
0.004653              	4.36860324590373e-01	2.73737657084948e+00
0.0046535             	4.36496652707299e-01	2.73740795360771e+00
0.004654              	4.36133871716044e-01	2.73744108559925e+00
0.0046545             	4.35771980535062e-01	2.73747172992448e+00
0.004655              	4.35410975564283e-01	2.73749887293662e+00
0.0046555             	4.35050876561142e-01	2.73752940344711e+00
0.004656              	4.34691673336294e-01	2.73755060702346e+00
0.0046565             	4.34333357204234e-01	2.73756740439362e+00
0.004657              	4.33975931412961e-01	2.73757896310532e+00
0.0046575             	4.33619389937150e-01	2.73758534506433e+00
0.004658              	4.33263732352377e-01	2.73759242351738e+00
0.0046585             	4.32908965340518e-01	2.73759418714667e+00
0.004659              	4.32555083777601e-01	2.73759095848622e+00
0.0046595             	4.32202075720571e-01	2.73758279441874e+00
0.00466               	4.31849950728600e-01	2.73756970512576e+00
0.0046605             	4.31498705298680e-01	2.73755183358716e+00
0.004661              	4.31148341362875e-01	2.73752913185775e+00
0.0046615             	4.30798858260304e-01	2.73750165938514e+00
0.004662              	4.30450259733223e-01	2.73746947776467e+00
0.0046625             	4.30102561255516e-01	2.73743164499626e+00
0.004663              	4.29755745412888e-01	2.73738907905979e+00
0.0046635             	4.29409794908972e-01	2.73734191709708e+00
0.004664              	4.29064711088233e-01	2.73729020020275e+00
0.0046645             	4.28720502206770e-01	2.73723398945850e+00
0.004665              	4.28377161374301e-01	2.73717633725065e+00
0.0046655             	4.28034706237204e-01	2.73711444563866e+00
0.004666              	4.27693129829169e-01	2.73704829278401e+00
0.0046665             	4.27352431826047e-01	2.73697789866712e+00
0.004667              	4.27012617611466e-01	2.73690328584707e+00
0.0046675             	4.26673679078744e-01	2.73682465223626e+00
0.004668              	4.26335633892142e-01	2.73674200820553e+00
0.0046685             	4.25998455589397e-01	2.73665523232352e+00
0.004669              	4.25662157948508e-01	2.73656375037377e+00
0.0046695             	4.25326733884360e-01	2.73646811591019e+00
0.00467               	4.24992183484414e-01	2.73636861575553e+00
0.0046705             	4.24658494861228e-01	2.73626571124154e+00
0.004671              	4.24325697858608e-01	2.73615845925276e+00
0.0046715             	4.23993774711834e-01	2.73604747727194e+00
0.004672              	4.23662726616981e-01	2.73593286142538e+00
0.0046725             	4.23332451675886e-01	2.73581468770024e+00
0.004673              	4.23002861775184e-01	2.73569323863560e+00
0.0046735             	4.22673956914074e-01	2.73556835835146e+00
